年 year
十字架 cross
十字架 crucifix
感动 moved
感动 touching
感动 moving
感动 touched
住所 residence
住所 domicile
单人 single
运河 canal
运河 canals
星期四 thursday
大门 gate
空白 gaps
空白 empty
空白 blank
纪念碑 memorial
纪念碑 monuments
纪念碑 monument
人道 humane
人道 humanity
验证 verify
验证 authentication
验证 verification
验证 validate
验证 validation
相邻 adjoining
相邻 adjacent
山姆 sam
苗栗 miaoli
监禁 imprisonment
监禁 incarceration
炉 stove
炉 furnace
炉 oven
炉 furnaces
票价 fare
票价 fares
亚当 adam
侦察 recon
侦察 reconnaissance
销售量 sales
侮辱 insults
侮辱 insulting
侮辱 insult
境外 offshore
管家 butler
管家 housekeeper
鲽 flounder
平凡 mundane
平凡 ordinary
水塘 reservoirs
水塘 reservoir
驹 kui
见证 witnessing
见证 witness
履行 fulfill
工事 fortifications
洲际 intercontinental
音响 stereo
马拉松 marathon
聚合物 polymer
聚合物 polymers
专栏 column
未成年 underage
未成年 minor
清洗 purge
清洗 cleaning
清洗 cleansing
误会 misunderstanding
太空船 spacecraft
太空船 spaceship
必需 necessary
控告 indictment
天主教徒 catholic
天主教徒 catholics
决心 resolve
决心 determination
罚 penalty
个案 case
安东 anton
官僚 bureaucracy
官僚 bureaucrat
加冕 coronation
太古 swire
暑假 summer
炒 fried
巩固 consolidate
巩固 consolidating
巩固 consolidation
巩固 solidify
燃油 fuel
仲裁 arbitration
降水 precipitation
胃 gastric
胃 stomach
宜昌 yichang
遇见 met
姑娘 girl
北欧 nordic
北欧 scandinavian
雨量 rainfall
模组 module
洞穴 cave
洞穴 caves
洞穴 caverns
千岁 chitose
游泳池 pool
次郎 jiro
大片 blockbuster
印度尼西亚 indonesia
贝拉 bella
权威 authoritative
权威 authority
样本 sample
样本 specimen
样本 samples
住房 housing
接纳 admission
旗舰 flagship
恶意 malicious
恶意 malice
发放 issuance
渠道 channels
敌军 enemy
旅馆 hotel
旅馆 hotels
动物园 zoos
动物园 zoo
精品 boutique
本质 essence
本质 intrinsic
扭曲 twist
扭曲 skew
扭曲 twisted
扭曲 distortion
也许 maybe
村庄 villages
村庄 village
约定 pact
周六 saturday
周六 sat
预告 teaser
预告 trailer
江北 jiangbei
节日 festival
节日 festivals
节日 holiday
节日 holidays
固有 inherent
固有 intrinsic
地层 strata
地层 stratum
重叠 overlaps
重叠 duplication
重叠 overlapping
重叠 overlap
停泊 berthing
健身 workout
健身 fitness
共产主义 communist
共产主义 communism
候补 alternate
守门员 goalkeeper
守门员 goalie
瓷 porcelain
心跳 heartbeat
爱好者 enthusiast
爱好者 enthusiasts
传承 legacy
史前 prehistoric
礼物 gifts
礼物 gift
侵入 trespass
侵入 incursions
里程碑 milestones
里程碑 milestone
野外 wilderness
虐待 abusive
虐待 abuse
虐待 maltreatment
锯 saw
锯 sawing
可行 feasible
可行 workable
逆转 reversed
逆转 reversal
逆转 reverses
平反 vindication
工艺 craftsmanship
工艺 craft
工艺 crafts
解体 disintegration
描绘 depiction
描绘 portrayal
聊 chat
聊 talk
门槛 threshold
门槛 thresholds
商用 commercial
先驱 herald
先驱 pioneer
先驱 pioneers
先知 oracle
先知 prophet
挑 pick
撤离 evacuate
撤离 evacuation
产物 product
估算 estimation
凸 convex
法学 jurisprudence
美容 beauty
克服 overcoming
克服 overcome
年表 chronology
漏洞 loophole
漏洞 loopholes
配件 fittings
配件 accessories
配件 accessory
迈阿密 miami
寒冷 cold
数学家 mathematician
数学家 mathematicians
靴 boot
靴 boots
晚会 gala
手册 handbook
手册 manuals
手册 manual
随时 anytime
整数 integer
致死 lethal
调节 conditioning
瑞安 ryan
马尼拉 manila
妖精 goblins
妖精 goblin
预防 preventive
预防 prevention
修士 friar
表决 vote
表决 voting
阿尔巴尼亚 albania
滥用 misuse
滥用 abused
滥用 abusive
滥用 abuse
滥用 abuses
好莱坞 hollywood
汁 juice
小吃 snack
小吃 snacks
海王星 neptune
犁 plow
犁 plough
黄昏 twilight
黄昏 dusk
地理位置 geography
演变 evolution
航程 voyage
航程 voyages
辣 spicy
适当 appropriate
夹 clip
某人 someone
阶层 strata
货车 truck
货车 van
热情 enthusiasm
热情 passion
境界 realm
天天 everyday
手动 manual
噪音 noise
噪音 noises
未定 unsettled
星期三 wednesday
评论家 critics
评论家 critic
尿 pee
尿 urine
尿 piss
电源 power
大洋 taiyo
大洋 ocean
演说 speech
侯爵 marquess
侯爵 marquis
德克萨斯州 texas
学员 cadets
学员 cadet
学员 trainees
矮星 dwarf
可行性 viability
构想 concept
主修 major
支柱 pillars
支柱 pillar
支柱 backbone
帐户 account
公国 principality
公国 duchy
东洋 toyo
曲棍球 hockey
灵感 inspired
灵感 inspiration
诠释 interpret
哲学家 philosophers
哲学家 philosopher
太田 ota
计算机 computer
计算机 computers
财政部 treasury
召集人 convener
召集人 convenor
买卖 trading
买卖 sale
改正 correction
改正 rectification
制裁 sanction
制裁 sanctions
可怕 scary
刺客 assassin
刺客 assassins
手稿 manuscripts
手稿 manuscript
中川 nakagawa
樱井 sakurai
外面 outside
替换 replacement
替换 replace
纯粹 purely
纯粹 pure
创始人 founders
创始人 founder
精密 sophisticated
精密 sophistication
精密 precision
轻松 easy
友情 friendships
友情 friendship
沙特 saudi
引述 quoted
引述 quote
引述 quoting
引述 quotes
万里 miles
反正 anyway
继承人 heir
继承人 heirs
斤 catty
导航 navigate
导航 navigator
导航 navigation
导航 navigating
雕 eagle
退化 degeneration
退化 degraded
退化 degenerative
退化 degenerate
退化 degradation
季度 quarterly
季度 quarter
周日 sunday
向下 down
领衔 headlining
佛罗里达州 florida
尼泊尔 nepal
国会议员 congressman
国会议员 congressmen
双重 double
双重 dual
吞 swallow
捕捉 capture
捕捉 capturing
捕捉 captures
冶金 metallurgy
冶金 metallurgical
代数 algebraic
代数 algebra
堀 hori
重申 reaffirmation
重申 reiterate
重申 reaffirming
重申 reiterating
降雨 rainfall
偶尔 occasionally
选项 options
选项 option
贵州 guizhou
部族 clan
部族 tribe
部族 clans
部族 tribes
折扣 discount
折扣 discounted
折扣 discounts
气氛 atmosphere
粮 grain
反派 villain
反派 villains
召回 recall
频繁 frequently
频繁 frequent
保密 confidentiality
保密 confidential
保密 secrecy
姿态 gesture
姿态 posture
渡轮 ferry
渡轮 ferries
财富 riches
财富 fortune
财富 wealth
转化 transformation
分泌 secretion
浪费 wasted
浪费 waste
蕉 banana
蕉 cheras
性感 sexy
废物 waste
废物 wastes
存取 access
存取 accessed
存取 accessing
初级 junior
初级 primary
香蕉 banana
香蕉 bananas
迷宫 labyrinth
迷宫 maze
大乘 mahayana
度量 metric
度量 measure
度量 measurement
州长 governor
省略 omitting
省略 omitted
省略 omit
省略 omission
惊人 amazing
振兴 rejuvenation
振兴 revitalisation
振兴 revitalizing
振兴 revival
振兴 revitalization
伽利略 galileo
氦 helium
金沙 sands
利比亚 libya
畜牧 livestock
教士 cleric
鲸鱼 whales
鲸鱼 whale
北斗 beidou
告白 confession
告白 confessions
贪污 embezzlement
处分 disposition
难度 difficulty
不列颠 britain
不列颠 britannia
士林 shilin
拦截 intercept
拦截 interception
海事 marine
海事 maritime
最短 shortest
减轻 mitigating
减轻 lighten
减轻 mitigation
减轻 alleviation
视野 visualize
视野 vision
结尾 end
结尾 ending
胸部 chest
胸部 breast
二郎 jiro
破产 bankrupt
破产 insolvency
破产 bankruptcy
精神病 psychosis
左侧 left
业主 owner
业主 owners
业主 landlord
喜好 preferences
喜好 preference
小泉 koizumi
纤维 fibre
纤维 fiber
纤维 fabric
纤维 fibers
海港 harbor
海港 seaports
海港 harbour
海港 seaport
渴望 longing
渴望 eager
渴望 craving
渴望 yearning
矩阵 matrices
矩阵 matrix
摄影师 photographer
摄影师 cameraman
摄影师 photographers
挑选 selection
挑选 pick
会谈 talks
圣诞节 christmas
圣诞节 xmas
塔吉克 tajikistan
学历 education
座标 coordinates
急性 acute
扭 twist
绳 rope
超音速 supersonic
特技 stunt
特技 acrobatics
特技 stunts
睡眠 sleep
效忠 allegiance
建构 constructions
建构 construct
采购 procurement
采购 purchasing
忘记 forget
惩罚 penalty
惩罚 penalties
惩罚 punishment
离职 separations
离职 separation
对比 comparison
对比 comparisons
对比 contrast
围绕 around
光线 light
信用 credit
信用 credits
重生 reborn
重生 rebirth
裁撤 abolition
裁撤 abolishment
词典 dictionaries
词典 dictionary
申请者 applicant
申请者 applicants
自由主义 liberal
自由主义 liberalism
缺点 weakness
缺点 shortcomings
缺点 disadvantages
缺点 flaws
缺点 disadvantage
礼仪 etiquette
礼仪 manners
礼仪 ceremonial
内建 built
土司 toast
农村 countryside
农村 rural
报复 revenge
顶点 apex
顶点 vertex
顶点 capstone
多功能 multifunctional
多功能 multifunction
多功能 multipurpose
途径 pathways
途径 pathway
觉醒 awakening
觉醒 awaken
例行 routine
已婚 married
微分 differentiation
微分 differential
油田 oilfield
油田 oilfields
传教 missionary
塑造 moulding
塑造 shaping
交替 alternating
手臂 arm
双手 hands
魔神 magic
极度 extremely
极度 extreme
交出 surrender
获取 get
屠杀 massacre
屠杀 slaughter
大邱 daegu
演习 exercises
演习 exercise
演习 drill
巴拿马 panama
摄氏 celsius
匹配 matches
匹配 matching
匹配 match
匹配 matched
损害 damage
断层 fault
断层 faults
力士 lux
电波 airwaves
出境 exit
出境 departure
郊区 suburb
郊区 suburban
郊区 outskirts
郊区 suburbs
哈哈 haha
哈哈 lol
愿望 desire
愿望 wish
愿望 wishes
阿拉伯人 arabs
贫穷 poverty
光滑 slippery
光滑 smooth
光滑 glossy
光滑 sleek
君子 gentleman
福井 fukui
河岸 riverbank
迟 late
词语 words
生物学 biological
生物学 biology
债务 debts
债务 debt
光芒 radiance
光芒 glow
塾 sook
俄语 russian
穿梭 shuttle
渲染 rendering
按钮 buttons
按钮 button
翰林 hanlin
阵线 front
分化 divide
氨基 amino
周日 sunday
跆拳道 taekwondo
跆拳道 kickboxing
题目 topic
题目 topics
高知 kōchi
高知 kochi
忙 busy
半导体 semiconductor
半导体 semiconductors
评分 rating
评分 rated
评分 ratings
评分 rate
附件 attachment
黄埔 whampoa
泡沫 bubbles
泡沫 foam
泡沫 bubble
状元 scholar
动员 mobilisation
动员 mobilize
动员 mobilizing
动员 mobilization
仓库 warehouse
发电机 generators
发电机 generator
比喻 parable
比喻 metaphor
比喻 analogy
斋藤 saito
埋葬 burial
埋葬 bury
埋葬 buried
松鼠 squirrel
松鼠 squirrels
衫 shirt
尘 dust
相撞 collision
相撞 collide
多多 toto
临床 clinical
临床 clinically
退伍 discharged
绕道 detour
绕道 bypass
住院 hospitalized
住院 hospitalization
自愿 voluntary
输 lost
输 lose
林子 woods
方形 square
冈田 okada
强行 forcible
猜想 conjecture
爱国 patriotic
祝福 blessing
祝福 blessings
祝福 blessed
人类学 anthropological
陷阱 trap
陷阱 traps
倒数 countdown
编纂 compilation
编纂 codification
遗传 genetic
遗传 genetics
遗传 hereditary
雨水 rainwater
雨水 rain
无数 countless
干预 interference
干预 intervene
干预 intervention
崩溃 crash
崩溃 collapse
手球 handball
车票 tickets
车票 ticket
射箭 archery
牛顿 newton
糖尿病 diabetic
糖尿病 diabetes
订购 ordering
订购 ordered
订购 order
铝 aluminium
铝 aluminum
谋杀 murder
师傅 master
探测器 detector
探测器 probe
探测器 detectors
探测器 probes
可靠性 reliability
托马斯 thomas
垄断 monopolies
垄断 monopolization
垄断 monopolistic
垄断 monopoly
变数 variable
变数 variables
切割 cutting
双胞胎 twin
双胞胎 twins
聪明 smart
语文 languages
语文 language
法西斯 fascist
大主教 archbishop
量化 quantitative
量化 quantification
量化 quantifiable
量化 quantified
量化 quantify
鲤鱼 carp
有时候 sometimes
曼哈顿 manhattan
植被 vegetation
老大 boss
解答 answers
同居 cohabiting
同居 cohabitation
大象 elephants
大象 elephant
游乐场 playground
游乐场 playgrounds
会场 venue
阎 yan
回复 reply
回复 replies
衰变 decay
感应 vibe
感应 induction
塑胶 plastics
塑胶 plastic
排斥 ostracism
排斥 exclusion
连锁 chain
企鹅 penguins
企鹅 penguin
沙滩 beach
沙滩 beaches
宾夕法尼亚 pennsylvania
骑师 jockey
高棉 khmer
悬 hanging
颁布 promulgated
颁布 promulgation
颁布 promulgating
颁布 enactment
颁布 promulgate
颁布 enacted
浪潮 tide
浪潮 wave
盈利 profit
盈利 profitable
盈利 profitability
过渡 transition
过渡 transitions
传教士 missionaries
传教士 missionary
表扬 commendation
表扬 praise
每个人 everybody
每个人 everyone
辜 koo
目睹 witnessing
湿 wet
获准 permitted
摩西 moses
降级 downgrade
降级 demotion
降级 downgrading
降级 demoted
网际网路 internet
远藤 endo
户外 outdoor
户外 outdoors
文凭 diploma
文凭 diplomas
氨基酸 amino
脊椎 spine
空缺 vacancy
空缺 vacancies
空缺 vacant
阻挡 blocking
巡逻 patrolling
巡逻 patrols
巡逻 patrol
睡 sleep
睡 sleeping
溴 bromine
扭力 torque
蛋糕 cake
蛋糕 cakes
流出 outflow
沙巴 sabah
对待 treat
镶嵌 tiling
持股 shareholdings
持股 shareholding
崇德 virgil
过期 expire
过期 expired
过期 expires
庇护 asylum
恐慌 panic
前辈 elder
海啸 tsunami
海啸 tsunamis
旋风 ozone
旋风 cyclone
旋风 whirlwind
残疾 disabled
残疾 disabilities
残疾 disablement
残疾 disability
圣地牙哥 santiago
推定 presumption
推定 presumptions
推定 presumptive
推定 presumed
处决 execution
处决 executions
自传 autobiography
